,LSLR Program,Public or Consumer,Work Address,Status,Zip,Ward,Date Completed,program,ZIP,BOTH AS REQUIRED or Consumer,Type of Service,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address,row,classification_for_entire_service_line,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,matched_address,m_is_intersection,_merge
2372,Breaks & Leaks LSLR,CONSUMER,6115 S ROCKWELL ST,Completed,,16.0,2025-10-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,10/2025,10-22,6115 S ROCKWELL ST,2496,Breaks Leaks 6115 S ROCKWELL ST,,,,,,,,,,,,,,,,left_only
2373,Breaks & Leaks LSLR,PUBLIC,7218 S LUELLA AVE,Completed,,5.0,2025-10-22 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-22,7218 S LUELLA AVE,2497,Breaks Leaks 7218 S LUELLA AVE,,,,,,,,,,,,,,,,left_only
2374,Breaks & Leaks LSLR,CONSUMER,7218 S LUELLA AVE,Completed,,5.0,2025-10-22 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-22,7218 S LUELLA AVE,2498,Breaks Leaks 7218 S LUELLA AVE,,,,,,,,,,,,,,,,left_only
2375,Breaks & Leaks LSLR,PUBLIC,7217 19 S LUELLA AVE,Completed,,5.0,2025-10-22 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-22,7217 S LUELLA AVE,2499,Breaks Leaks 7217 S LUELLA AVE,,,,,,,,,,,,,,,,left_only
2376,Breaks & Leaks LSLR,CONSUMER,7217 19 S LUELLA AVE,Completed,,5.0,2025-10-22 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-22,7217 S LUELLA AVE,2500,Breaks Leaks 7217 S LUELLA AVE,,,,,,,,,,,,,,,,left_only
2377,Breaks & Leaks LSLR,PUBLIC,6115 S ROCKWELL ST,Completed,,16.0,2025-10-22 00:00:00,Breaks Leaks,60629.0,,,2025.0,10/2025,10-22,6115 S ROCKWELL ST,2501,Breaks Leaks 6115 S ROCKWELL ST,,,,,,,,,,,,,,,,left_only
2378,Breaks & Leaks LSLR,CONSUMER,3519 N OCTAVIA AVE,Completed,,38.0,2025-10-22 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-22,3519 N OCTAVIA AVE,2502,Breaks Leaks 3519 N OCTAVIA AVE,,,,,,,,,,,,,,,,left_only
2379,Breaks & Leaks LSLR,PUBLIC,3519 N OCTAVIA AVE,Completed,,38.0,2025-10-22 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-22,3519 N OCTAVIA AVE,2503,Breaks Leaks 3519 N OCTAVIA AVE,,,,,,,,,,,,,,,,left_only
2380,CIP WM LSLR,PUBLIC,8615 S PAULINA ST,Completed,,18.0,2025-10-22 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-22,8615 S PAULINA ST,2504,CIP Water Main 8615 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2381,Breaks & Leaks LSLR,CONSUMER,9526 S AVALON AVE,Completed,,8.0,2025-10-22 00:00:00,Breaks Leaks,60628.0,,,2025.0,10/2025,10-22,9526 S AVALON AVE,2505,Breaks Leaks 9526 S AVALON AVE,,,,,,,,,,,,,,,,left_only
2382,CIP WM LSLR,CONSUMER,8617 S PAULINA ST,Completed,,18.0,2025-10-22 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-22,8617 S PAULINA ST,2506,CIP Water Main 8617 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2383,Breaks & Leaks LSLR,PUBLIC,5031 W SUPERIOR ST,Completed,,37.0,2025-10-22 00:00:00,Breaks Leaks,60644.0,,,2025.0,10/2025,10-22,5031 W SUPERIOR ST,2507,Breaks Leaks 5031 W SUPERIOR ST,,,,,,,,,,,,,,,,left_only
2384,Breaks & Leaks LSLR,PUBLIC,3730 S WALLACE ST,Completed,,11.0,2025-10-22 00:00:00,Breaks Leaks,60609.0,,,2025.0,10/2025,10-22,3730 S WALLACE ST,2508,Breaks Leaks 3730 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2385,CIP WM LSLR,CONSUMER,8733 S WALLACE ST,Completed,,21.0,2025-10-22 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-22,8733 S WALLACE ST,2509,CIP Water Main 8733 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2386,CIP WM LSLR,PUBLIC,8733 S WALLACE ST,Completed,,21.0,2025-10-22 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-22,8733 S WALLACE ST,2510,CIP Water Main 8733 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2387,Breaks & Leaks LSLR,CONSUMER,1456 W CHESTNUT ST,Completed,,27.0,2025-10-22 00:00:00,Breaks Leaks,60642.0,,,2025.0,10/2025,10-22,1456 W CHESTNUT ST,2511,Breaks Leaks 1456 W CHESTNUT ST,,,,,,,,,,,,,,,,left_only
2388,CIP WM LSLR,PUBLIC,8735 S WALLACE ST,Completed,,21.0,2025-10-22 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-22,8735 S WALLACE ST,2512,CIP Water Main 8735 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2389,Breaks & Leaks LSLR,CONSUMER,5031 W SUPERIOR ST,Completed,,37.0,2025-10-22 00:00:00,Breaks Leaks,60644.0,,,2025.0,10/2025,10-22,5031 W SUPERIOR ST,2514,Breaks Leaks 5031 W SUPERIOR ST,,,,,,,,,,,,,,,,left_only
2390,,CONSUMER,8757 S MORGAN ST,Completed,,21.0,2025-10-22 00:00:00,Daycare Private,60620.0,,Daycares,2025.0,10/2025,10-22,8757 S MORGAN ST,2515,Daycare Private 8757 S MORGAN ST,,,,,,,,,,,,,,,,left_only
2391,CIP WM LSLR,PUBLIC,3006 W 21ST PL,Completed,,24.0,2025-10-22 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-22,3006 W 21ST PL,2516,CIP Water Main 3006 W 21ST PL,,,,,,,,,,,,,,,,left_only
2392,Breaks & Leaks LSLR,CONSUMER,3650 52 W ARGYLE ST,Completed,,39.0,2025-10-22 00:00:00,Breaks Leaks,60625.0,,,2025.0,10/2025,10-22,3650 W ARGYLE ST,2517,Breaks Leaks 3650 W ARGYLE ST,,,,,,,,,,,,,,,,left_only
2393,Breaks & Leaks LSLR,CONSUMER,10100 S WALLACE ST,Completed,,9.0,2025-10-22 00:00:00,Breaks Leaks,60628.0,,,2025.0,10/2025,10-22,10100 S WALLACE ST,2518,Breaks Leaks 10100 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2394,Breaks & Leaks LSLR,PUBLIC,3650 52 W ARGYLE ST,Completed,,39.0,2025-10-22 00:00:00,Breaks Leaks,60625.0,,,2025.0,10/2025,10-22,3650 W ARGYLE ST,2519,Breaks Leaks 3650 W ARGYLE ST,,,,,,,,,,,,,,,,left_only
2395,Breaks & Leaks LSLR,CONSUMER,3000 04 N PULASKI RD,Completed,,31.0,2025-10-22 00:00:00,Breaks Leaks,60641.0,,,2025.0,10/2025,10-22,3000 N PULASKI RD,2520,Breaks Leaks 3000 N PULASKI RD,,,,,,,,,,,,,,,,left_only
2396,CIP WM LSLR,PUBLIC,3007 W 21ST PL,Completed,,24.0,2025-10-22 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-22,3007 W 21ST PL,2521,CIP Water Main 3007 W 21ST PL,,,,,,,,,,,,,,,,left_only
2397,CIP WM LSLR,CONSUMER,3006 W 21ST PL,Completed,,24.0,2025-10-22 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-22,3006 W 21ST PL,2522,CIP Water Main 3006 W 21ST PL,,,,,,,,,,,,,,,,left_only
2398,CIP WM LSLR,CONSUMER,3007 W 21ST PL,Completed,,24.0,2025-10-22 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-22,3007 W 21ST PL,2523,CIP Water Main 3007 W 21ST PL,,,,,,,,,,,,,,,,left_only
2399,CIP SM LSLR,CONSUMER,5632 S CARPENTER ST,Completed,,16.0,2025-10-21 15:01:00,CIP Sewer Main,60621.0,,,2025.0,10/2025,10-21,5632 S CARPENTER ST,2524,CIP Sewer Main 5632 S CARPENTER ST,,,,,,,,,,,,,,,,left_only
2400,Breaks & Leaks LSLR,CONSUMER,3730 S WALLACE ST,Completed,,11.0,2025-10-21 11:11:00,Breaks Leaks,60609.0,,,2025.0,10/2025,10-21,3730 S WALLACE ST,2525,Breaks Leaks 3730 S WALLACE ST,,,,,,,,,,,,,,,,left_only
2401,Breaks & Leaks LSLR,CONSUMER,7129 S RHODES AVE,Completed,,6.0,2025-10-21 00:00:00,Breaks Leaks,60619.0,,,2025.0,10/2025,10-21,7129 S RHODES AVE,2526,Breaks Leaks 7129 S RHODES AVE,,,,,,,,,,,,,,,,left_only
2402,Block Level LSLR,PUBLIC,5055 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5055 S LAMON AVE,2527,Block Level LSLR 5055 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2403,Block Level LSLR,CONSUMER,5059 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5059 S LAMON AVE,2528,Block Level LSLR 5059 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2404,Breaks & Leaks LSLR,PUBLIC,7318 S ABERDEEN ST,Completed,,17.0,2025-10-21 00:00:00,Breaks Leaks,60621.0,,,2025.0,10/2025,10-21,7318 S ABERDEEN ST,2529,Breaks Leaks 7318 S ABERDEEN ST,,,,,,,,,,,,,,,,left_only
2405,Equity LSLR,BOTH AS REQUIRED,1446 N MONITOR AVE,Completed,,29.0,2025-10-21 00:00:00,Equity,60651.0,,,2025.0,10/2025,10-21,1446 N MONITOR AVE,2530,Equity 1446 N MONITOR AVE,,,,,,,,,,,,,,,,left_only
2406,Breaks & Leaks LSLR,CONSUMER,5027 N NEWCASTLE AVE,Completed,,41.0,2025-10-21 00:00:00,Breaks Leaks,60656.0,,,2025.0,10/2025,10-21,5027 N NEWCASTLE AVE,2531,Breaks Leaks 5027 N NEWCASTLE AVE,,,,,,,,,,,,,,,,left_only
2407,Breaks & Leaks LSLR,PUBLIC,7129 S RHODES AVE,Completed,,6.0,2025-10-21 00:00:00,Breaks Leaks,60619.0,,,2025.0,10/2025,10-21,7129 S RHODES AVE,2532,Breaks Leaks 7129 S RHODES AVE,,,,,,,,,,,,,,,,left_only
2408,Breaks & Leaks LSLR,CONSUMER,7136 S COLES AVE,Completed,,7.0,2025-10-21 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-21,7136 S COLES AVE,2533,Breaks Leaks 7136 S COLES AVE,,,,,,,,,,,,,,,,left_only
2409,Breaks & Leaks LSLR,PUBLIC,7136 S COLES AVE,Completed,,7.0,2025-10-21 00:00:00,Breaks Leaks,60649.0,,,2025.0,10/2025,10-21,7136 S COLES AVE,2534,Breaks Leaks 7136 S COLES AVE,,,,,,,,,,,,,,,,left_only
2410,Equity LSLR,BOTH AS REQUIRED,4935 W MELROSE ST,Completed,,31.0,2025-10-21 00:00:00,Equity,60641.0,,,2025.0,10/2025,10-21,4935 W MELROSE ST,2536,Equity 4935 W MELROSE ST,,,,,,,,,,,,,,,,left_only
2411,Breaks & Leaks LSLR,PUBLIC,9137 S CARPENTER ST,Completed,,21.0,2025-10-21 00:00:00,Breaks Leaks,60620.0,,,2025.0,10/2025,10-21,9137 S CARPENTER ST,2537,Breaks Leaks 9137 S CARPENTER ST,,,,,,,,,,,,,,,,left_only
2412,Breaks & Leaks LSLR,CONSUMER,7318 S ABERDEEN ST,Completed,,17.0,2025-10-21 00:00:00,Breaks Leaks,60621.0,,,2025.0,10/2025,10-21,7318 S ABERDEEN ST,2538,Breaks Leaks 7318 S ABERDEEN ST,,,,,,,,,,,,,,,,left_only
2413,Breaks & Leaks LSLR,CONSUMER,242 W 111TH PL,Completed,,9.0,2025-10-21 00:00:00,Breaks Leaks,60628.0,,,2025.0,10/2025,10-21,242 W 111TH PL,2539,Breaks Leaks 242 W 111TH PL,,,,,,,,,,,,,,,,left_only
2414,Block Level LSLR,CONSUMER,5043 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5043 S LAMON AVE,2542,Block Level LSLR 5043 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2415,Breaks & Leaks LSLR,PUBLIC,7622 W FARRAGUT AVE,Completed,,41.0,2025-10-21 00:00:00,Breaks Leaks,60656.0,,,2025.0,10/2025,10-21,7622 W FARRAGUT AVE,2543,Breaks Leaks 7622 W FARRAGUT AVE,,,,,,,,,,,,,,,,left_only
2416,Block Level LSLR,PUBLIC,5043 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5043 S LAMON AVE,2544,Block Level LSLR 5043 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2417,Breaks & Leaks LSLR,CONSUMER,6010 S MULLIGAN AVE,Completed,,13.0,2025-10-21 00:00:00,Breaks Leaks,60638.0,,,2025.0,10/2025,10-21,6010 S MULLIGAN AVE,2545,Breaks Leaks 6010 S MULLIGAN AVE,,,,,,,,,,,,,,,,left_only
2418,Breaks & Leaks LSLR,PUBLIC,3640 N OLEANDER AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3640 N OLEANDER AVE,2546,Breaks Leaks 3640 N OLEANDER AVE,,,,,,,,,,,,,,,,left_only
2419,Breaks & Leaks LSLR,CONSUMER,2042 W POTOMAC AVE,Completed,,1.0,2025-10-21 00:00:00,Breaks Leaks,60622.0,,,2025.0,10/2025,10-21,2042 W POTOMAC AVE,2547,Breaks Leaks 2042 W POTOMAC AVE,,,,,,,,,,,,,,,,left_only
2420,Breaks & Leaks LSLR,PUBLIC,2042 W POTOMAC AVE,Completed,,1.0,2025-10-21 00:00:00,Breaks Leaks,60622.0,,,2025.0,10/2025,10-21,2042 W POTOMAC AVE,2548,Breaks Leaks 2042 W POTOMAC AVE,,,,,,,,,,,,,,,,left_only
2421,Block Level LSLR,PUBLIC,5045 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5045 S LAMON AVE,2549,Block Level LSLR 5045 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2422,Breaks & Leaks LSLR,CONSUMER,7622 W FARRAGUT AVE,Completed,,41.0,2025-10-21 00:00:00,Breaks Leaks,60656.0,,,2025.0,10/2025,10-21,7622 W FARRAGUT AVE,2550,Breaks Leaks 7622 W FARRAGUT AVE,,,,,,,,,,,,,,,,left_only
2423,Breaks & Leaks LSLR,PUBLIC,5534 W GRACE ST,Completed,,30.0,2025-10-21 00:00:00,Breaks Leaks,60641.0,,,2025.0,10/2025,10-21,5534 W GRACE ST,2551,Breaks Leaks 5534 W GRACE ST,,,,,,,,,,,,,,,,left_only
2424,Breaks & Leaks LSLR,PUBLIC,5348 S MERRIMAC AVE,Completed,,23.0,2025-10-21 00:00:00,Breaks Leaks,60638.0,,,2025.0,10/2025,10-21,5348 S MERRIMAC AVE,2552,Breaks Leaks 5348 S MERRIMAC AVE,,,,,,,,,,,,,,,,left_only
2425,Breaks & Leaks LSLR,PUBLIC,3346 N OLCOTT AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3346 N OLCOTT AVE,2553,Breaks Leaks 3346 N OLCOTT AVE,,,,,,,,,,,,,,,,left_only
2426,Breaks & Leaks LSLR,CONSUMER,3346 N OLCOTT AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3346 N OLCOTT AVE,2554,Breaks Leaks 3346 N OLCOTT AVE,,,,,,,,,,,,,,,,left_only
2427,Block Level LSLR,CONSUMER,5045 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5045 S LAMON AVE,2555,Block Level LSLR 5045 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2428,Block Level LSLR,CONSUMER,5055 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5055 S LAMON AVE,2556,Block Level LSLR 5055 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2429,Breaks & Leaks LSLR,PUBLIC,5027 N NEWCASTLE AVE,Completed,,41.0,2025-10-21 00:00:00,Breaks Leaks,60656.0,,,2025.0,10/2025,10-21,5027 N NEWCASTLE AVE,2557,Breaks Leaks 5027 N NEWCASTLE AVE,,,,,,,,,,,,,,,,left_only
2430,Breaks & Leaks LSLR,CONSUMER,9137 S CARPENTER ST,Completed,,21.0,2025-10-21 00:00:00,Breaks Leaks,60620.0,,,2025.0,10/2025,10-21,9137 S CARPENTER ST,2558,Breaks Leaks 9137 S CARPENTER ST,,,,,,,,,,,,,,,,left_only
2431,Breaks & Leaks LSLR,CONSUMER,3640 N OLEANDER AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3640 N OLEANDER AVE,2559,Breaks Leaks 3640 N OLEANDER AVE,,,,,,,,,,,,,,,,left_only
2432,Equity LSLR,BOTH AS REQUIRED,5915 N WEST CIRCLE AVE,Completed,,41.0,2025-10-21 00:00:00,Equity,60631.0,,,2025.0,10/2025,10-21,5915 N WEST CIRCLE AVE,2560,Equity 5915 N WEST CIRCLE AVE,,,,,,,,,,,,,,,,left_only
2433,Breaks & Leaks LSLR,CONSUMER,5348 S MERRIMAC AVE,Completed,,23.0,2025-10-21 00:00:00,Breaks Leaks,60638.0,,,2025.0,10/2025,10-21,5348 S MERRIMAC AVE,2561,Breaks Leaks 5348 S MERRIMAC AVE,,,,,,,,,,,,,,,,left_only
2434,Breaks & Leaks LSLR,CONSUMER,6432 W DAKIN ST,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,6432 W DAKIN ST,2562,Breaks Leaks 6432 W DAKIN ST,,,,,,,,,,,,,,,,left_only
2435,CIP WM LSLR,CONSUMER,8612 S PAULINA ST,Completed,,18.0,2025-10-21 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-21,8612 S PAULINA ST,2563,CIP Water Main 8612 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2436,Breaks & Leaks LSLR,CONSUMER,6205 S KILBOURN AVE,Completed,,13.0,2025-10-21 00:00:00,Breaks Leaks,60629.0,,,2025.0,10/2025,10-21,6205 S KILBOURN AVE,2564,Breaks Leaks 6205 S KILBOURN AVE,,,,,,,,,,,,,,,,left_only
2437,Homeowner Initiated LSLR,BOTH AS REQUIRED,316 w 23rd pl,Completed,,11.0,2025-10-21 00:00:00,Homeowner Initiated,60616.0,,,2025.0,10/2025,10-21,316 W 23RD PL,2565,Homeowner Initiated 316 W 23RD PL,,,,,,,,,,,,,,,,left_only
2438,Breaks & Leaks LSLR,PUBLIC,6205 S KILBOURN AVE,Completed,,13.0,2025-10-21 00:00:00,Breaks Leaks,60629.0,,,2025.0,10/2025,10-21,6205 S KILBOURN AVE,2566,Breaks Leaks 6205 S KILBOURN AVE,,,,,,,,,,,,,,,,left_only
2439,Breaks & Leaks LSLR,PUBLIC,5310 W FLETCHER ST,Completed,,30.0,2025-10-21 00:00:00,Breaks Leaks,60641.0,,,2025.0,10/2025,10-21,5310 W FLETCHER ST,2567,Breaks Leaks 5310 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
2440,Breaks & Leaks LSLR,CONSUMER,5310 W FLETCHER ST,Completed,,30.0,2025-10-21 00:00:00,Breaks Leaks,60641.0,,,2025.0,10/2025,10-21,5310 W FLETCHER ST,2568,Breaks Leaks 5310 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
2441,Breaks & Leaks LSLR,PUBLIC,3824 N OAK PARK AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3824 N OAK PARK AVE,2569,Breaks Leaks 3824 N OAK PARK AVE,,,,,,,,,,,,,,,,left_only
2442,CIP WM LSLR,CONSUMER,3011 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3011 W 21ST PL,2570,CIP Water Main 3011 W 21ST PL,,,,,,,,,,,,,,,,left_only
2443,Breaks & Leaks LSLR,CONSUMER,11549 S LAFLIN ST,Completed,,21.0,2025-10-21 00:00:00,Breaks Leaks,60643.0,,,2025.0,10/2025,10-21,11549 S LAFLIN ST,2571,Breaks Leaks 11549 S LAFLIN ST,,,,,,,,,,,,,,,,left_only
2444,Breaks & Leaks LSLR,PUBLIC,11549 S LAFLIN ST,Completed,,21.0,2025-10-21 00:00:00,Breaks Leaks,60643.0,,,2025.0,10/2025,10-21,11549 S LAFLIN ST,2572,Breaks Leaks 11549 S LAFLIN ST,,,,,,,,,,,,,,,,left_only
2445,CIP WM LSLR,CONSUMER,8627 S PAULINA ST,Completed,,18.0,2025-10-21 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-21,8627 S PAULINA ST,2573,CIP Water Main 8627 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2446,Breaks & Leaks LSLR,CONSUMER,3824 N OAK PARK AVE,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,3824 N OAK PARK AVE,2574,Breaks Leaks 3824 N OAK PARK AVE,,,,,,,,,,,,,,,,left_only
2447,CIP WM LSLR,PUBLIC,3011 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3011 W 21ST PL,2575,CIP Water Main 3011 W 21ST PL,,,,,,,,,,,,,,,,left_only
2448,CIP WM LSLR,PUBLIC,3015 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3015 W 21ST PL,2576,CIP Water Main 3015 W 21ST PL,,,,,,,,,,,,,,,,left_only
2449,CIP WM LSLR,CONSUMER,3015 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3015 W 21ST PL,2577,CIP Water Main 3015 W 21ST PL,,,,,,,,,,,,,,,,left_only
2450,CIP WM LSLR,CONSUMER,3012 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3012 W 21ST PL,2578,CIP Water Main 3012 W 21ST PL,,,,,,,,,,,,,,,,left_only
2451,CIP WM LSLR,PUBLIC,3012 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3012 W 21ST PL,2580,CIP Water Main 3012 W 21ST PL,,,,,,,,,,,,,,,,left_only
2452,CIP WM LSLR,PUBLIC,3010 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3010 W 21ST PL,2581,CIP Water Main 3010 W 21ST PL,,,,,,,,,,,,,,,,left_only
2453,Breaks & Leaks LSLR,PUBLIC,6432 W DAKIN ST,Completed,,38.0,2025-10-21 00:00:00,Breaks Leaks,60634.0,,,2025.0,10/2025,10-21,6432 W DAKIN ST,2582,Breaks Leaks 6432 W DAKIN ST,,,,,,,,,,,,,,,,left_only
2454,CIP WM LSLR,PUBLIC,8526 S PAULINA ST,Completed,,18.0,2025-10-21 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-21,8526 S PAULINA ST,2583,CIP Water Main 8526 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2455,CIP WM LSLR,PUBLIC,8530 S PAULINA ST,Completed,,18.0,2025-10-21 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-21,8530 S PAULINA ST,2584,CIP Water Main 8530 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2456,Breaks & Leaks LSLR,CONSUMER,5534 W GRACE ST,Completed,,30.0,2025-10-21 00:00:00,Breaks Leaks,60641.0,,,2025.0,10/2025,10-21,5534 W GRACE ST,2585,Breaks Leaks 5534 W GRACE ST,,,,,,,,,,,,,,,,left_only
2457,CIP WM LSLR,PUBLIC,8531 S PAULINA ST,Completed,,18.0,2025-10-21 00:00:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-21,8531 S PAULINA ST,2586,CIP Water Main 8531 S PAULINA ST,,,,,,,,,,,,,,,,left_only
2458,Breaks & Leaks LSLR,CONSUMER,10401 S AVENUE F,Completed,,10.0,2025-10-21 00:00:00,Breaks Leaks,60617.0,,,2025.0,10/2025,10-21,10401 S AVENUE F,2587,Breaks Leaks 10401 S AVENUE F,,,,,,,,,,,,,,,,left_only
2459,Breaks & Leaks LSLR,PUBLIC,4045 W PARKER AVE,Completed,,31.0,2025-10-21 00:00:00,Breaks Leaks,60639.0,,,2025.0,10/2025,10-21,4045 W PARKER AVE,2588,Breaks Leaks 4045 W PARKER AVE,,,,,,,,,,,,,,,,left_only
2460,Breaks & Leaks LSLR,CONSUMER,4045 W PARKER AVE,Completed,,31.0,2025-10-21 00:00:00,Breaks Leaks,60639.0,,,2025.0,10/2025,10-21,4045 W PARKER AVE,2589,Breaks Leaks 4045 W PARKER AVE,,,,,,,,,,,,,,,,left_only
2461,Breaks & Leaks LSLR,PUBLIC,10401 S AVENUE F,Completed,,10.0,2025-10-21 00:00:00,Breaks Leaks,60617.0,,,2025.0,10/2025,10-21,10401 S AVENUE F,2590,Breaks Leaks 10401 S AVENUE F,,,,,,,,,,,,,,,,left_only
2462,Block Level LSLR,PUBLIC,5059 S LAMON AVE,Completed,,23.0,2025-10-21 00:00:00,Block Level LSLR,60638.0,,,2025.0,10/2025,10-21,5059 S LAMON AVE,2591,Block Level LSLR 5059 S LAMON AVE,,,,,,,,,,,,,,,,left_only
2463,CIP WM LSLR,CONSUMER,2367 N OAK PARK AVE,Completed,,36.0,2025-10-21 00:00:00,CIP Water Main,60707.0,,,2025.0,10/2025,10-21,2367 N OAK PARK AVE,2592,CIP Water Main 2367 N OAK PARK AVE,,,,,,,,,,,,,,,,left_only
2464,CIP WM LSLR,CONSUMER,3010 W 21ST PL,Completed,,24.0,2025-10-21 00:00:00,CIP Water Main,60623.0,,,2025.0,10/2025,10-21,3010 W 21ST PL,2593,CIP Water Main 3010 W 21ST PL,,,,,,,,,,,,,,,,left_only
2465,Breaks & Leaks LSLR,CONSUMER,4336 W PARKER AVE,Completed,,31.0,2025-10-20 16:28:00,Breaks Leaks,60639.0,,,2025.0,10/2025,10-20,4336 W PARKER AVE,2594,Breaks Leaks 4336 W PARKER AVE,,,,,,,,,,,,,,,,left_only
2466,CIP WM LSLR,CONSUMER,8552 S HERMITAGE AVE,Completed,,18.0,2025-10-20 09:39:00,CIP Water Main,60620.0,,,2025.0,10/2025,10-20,8552 S HERMITAGE AVE,2595,CIP Water Main 8552 S HERMITAGE AVE,,,,,,,,,,,,,,,,left_only
2467,Breaks & Leaks LSLR,CONSUMER,2447 N LONG AVE,Completed,,31.0,2025-10-20 07:58:00,Breaks Leaks,60639.0,,,2025.0,10/2025,10-20,2447 N LONG AVE,2599,Breaks Leaks 2447 N LONG AVE,,,,,,,,,,,,,,,,left_only
